gene_id	gene_symbol	ensembl_id	gene_title	gene_type	src	feature_space
5494	PPM1A	ENSG00000100614	protein phosphatase, Mg2+/Mn2+ dependent 1A	protein-coding	NCBI	best inferred
5495	PPM1B	ENSG00000138032	protein phosphatase, Mg2+/Mn2+ dependent 1B	protein-coding	NCBI	best inferred
5496	PPM1G	ENSG00000115241	protein phosphatase, Mg2+/Mn2+ dependent 1G	protein-coding	NCBI	best inferred
5499	PPP1CA	ENSG00000172531	protein phosphatase 1 catalytic subunit alpha	protein-coding	NCBI	best inferred
5500	PPP1CB	ENSG00000213639	protein phosphatase 1 catalytic subunit beta	protein-coding	NCBI	best inferred
5501	PPP1CC	ENSG00000186298	protein phosphatase 1 catalytic subunit gamma	protein-coding	NCBI	best inferred
5502	PPP1R1A	ENSG00000135447	protein phosphatase 1 regulatory inhibitor subunit 1A	protein-coding	NCBI	best inferred
5504	PPP1R2	ENSG00000184203	protein phosphatase 1 regulatory inhibitor subunit 2	protein-coding	NCBI	best inferred
5506	PPP1R3A	ENSG00000154415	protein phosphatase 1 regulatory subunit 3A	protein-coding	NCBI	best inferred
5507	PPP1R3C	ENSG00000119938	protein phosphatase 1 regulatory subunit 3C	protein-coding	NCBI	best inferred
5510	PPP1R7	ENSG00000115685	protein phosphatase 1 regulatory subunit 7	protein-coding	NCBI	best inferred
5511	PPP1R8	ENSG00000117751	protein phosphatase 1 regulatory subunit 8	protein-coding	NCBI	best inferred
5514	PPP1R10	ENSG00000204569	protein phosphatase 1 regulatory subunit 10	protein-coding	NCBI	best inferred
5515	PPP2CA	ENSG00000113575	protein phosphatase 2 catalytic subunit alpha	protein-coding	NCBI	best inferred
5516	PPP2CB	ENSG00000104695	protein phosphatase 2 catalytic subunit beta	protein-coding	NCBI	best inferred
5518	PPP2R1A	ENSG00000105568	protein phosphatase 2 scaffold subunit Aalpha	protein-coding	NCBI	best inferred
5519	PPP2R1B	ENSG00000137713	protein phosphatase 2 scaffold subunit Abeta	protein-coding	NCBI	best inferred
5520	PPP2R2A	ENSG00000221914	protein phosphatase 2 regulatory subunit Balpha	protein-coding	NCBI	best inferred
5521	PPP2R2B	ENSG00000156475	protein phosphatase 2 regulatory subunit Bbeta	protein-coding	NCBI	best inferred
5523	PPP2R3A	ENSG00000073711	protein phosphatase 2 regulatory subunit B''alpha	protein-coding	NCBI	best inferred
5524	PTPA	ENSG00000119383	protein phosphatase 2 phosphatase activator	protein-coding	NCBI	best inferred
5526	PPP2R5B	ENSG00000068971	protein phosphatase 2 regulatory subunit B'beta	protein-coding	NCBI	best inferred
5527	PPP2R5C	ENSG00000078304	protein phosphatase 2 regulatory subunit B'gamma	protein-coding	NCBI	best inferred
5528	PPP2R5D	ENSG00000112640	protein phosphatase 2 regulatory subunit B'delta	protein-coding	NCBI	best inferred
5530	PPP3CA	ENSG00000138814	protein phosphatase 3 catalytic subunit alpha	protein-coding	NCBI	best inferred
5531	PPP4C	ENSG00000149923	protein phosphatase 4 catalytic subunit	protein-coding	NCBI	best inferred
5532	PPP3CB	ENSG00000107758	protein phosphatase 3 catalytic subunit beta	protein-coding	NCBI	best inferred
5533	PPP3CC	ENSG00000120910	protein phosphatase 3 catalytic subunit gamma	protein-coding	NCBI	best inferred
5534	PPP3R1	ENSG00000221823	protein phosphatase 3 regulatory subunit B, alpha	protein-coding	NCBI	best inferred
5536	PPP5C	ENSG00000011485	protein phosphatase 5 catalytic subunit	protein-coding	NCBI	best inferred
5537	PPP6C	ENSG00000119414	protein phosphatase 6 catalytic subunit	protein-coding	NCBI	best inferred
5538	PPT1	ENSG00000131238	palmitoyl-protein thioesterase 1	protein-coding	NCBI	best inferred
5546	PRCC	ENSG00000143294	proline rich mitotic checkpoint control factor	protein-coding	NCBI	best inferred
5549	PRELP	ENSG00000188783	proline and arginine rich end leucine rich repeat protein	protein-coding	NCBI	best inferred
5550	PREP	ENSG00000085377	prolyl endopeptidase	protein-coding	NCBI	best inferred
5551	PRF1	ENSG00000180644	perforin 1	protein-coding	NCBI	best inferred
5552	SRGN	ENSG00000122862	serglycin	protein-coding	NCBI	best inferred
5557	PRIM1	ENSG00000198056	DNA primase subunit 1	protein-coding	NCBI	best inferred
5558	PRIM2	ENSG00000146143	DNA primase subunit 2	protein-coding	NCBI	best inferred
5562	PRKAA1	ENSG00000132356	protein kinase AMP-activated catalytic subunit alpha 1	protein-coding	NCBI	best inferred
5563	PRKAA2	ENSG00000162409	protein kinase AMP-activated catalytic subunit alpha 2	protein-coding	NCBI	best inferred
5564	PRKAB1	ENSG00000111725	protein kinase AMP-activated non-catalytic subunit beta 1	protein-coding	NCBI	best inferred
5565	PRKAB2	ENSG00000131791	protein kinase AMP-activated non-catalytic subunit beta 2	protein-coding	NCBI	best inferred
5567	PRKACB	ENSG00000142875	protein kinase cAMP-activated catalytic subunit beta	protein-coding	NCBI	best inferred
5569	PKIA	ENSG00000171033	cAMP-dependent protein kinase inhibitor alpha	protein-coding	NCBI	best inferred
5571	PRKAG1	ENSG00000181929	protein kinase AMP-activated non-catalytic subunit gamma 1	protein-coding	NCBI	best inferred
5573	PRKAR1A	ENSG00000108946	protein kinase cAMP-dependent type I regulatory subunit alpha	protein-coding	NCBI	best inferred
5575	PRKAR1B	ENSG00000188191	protein kinase cAMP-dependent type I regulatory subunit beta	protein-coding	NCBI	best inferred
5576	PRKAR2A	ENSG00000114302	protein kinase cAMP-dependent type II regulatory subunit alpha	protein-coding	NCBI	best inferred
5577	PRKAR2B	ENSG00000005249	protein kinase cAMP-dependent type II regulatory subunit beta	protein-coding	NCBI	best inferred
5578	PRKCA	ENSG00000154229	protein kinase C alpha	protein-coding	NCBI	best inferred
5579	PRKCB	ENSG00000166501	protein kinase C beta	protein-coding	NCBI	best inferred
5582	PRKCG	ENSG00000126583	protein kinase C gamma	protein-coding	NCBI	best inferred
5584	PRKCI	ENSG00000163558	protein kinase C iota	protein-coding	NCBI	best inferred
5585	PKN1	ENSG00000123143	protein kinase N1	protein-coding	NCBI	best inferred
5586	PKN2	ENSG00000065243	protein kinase N2	protein-coding	NCBI	best inferred
5587	PRKD1	ENSG00000184304	protein kinase D1	protein-coding	NCBI	best inferred
5589	PRKCSH	ENSG00000130175	protein kinase C substrate 80K-H	protein-coding	NCBI	best inferred
5590	PRKCZ	ENSG00000067606	protein kinase C zeta	protein-coding	NCBI	best inferred
5591	PRKDC	ENSG00000253729	protein kinase, DNA-activated, catalytic subunit	protein-coding	NCBI	best inferred
5592	PRKG1	ENSG00000185532	protein kinase cGMP-dependent 1	protein-coding	NCBI	best inferred
5594	MAPK1	ENSG00000100030	mitogen-activated protein kinase 1	protein-coding	NCBI	best inferred
5595	MAPK3	ENSG00000102882	mitogen-activated protein kinase 3	protein-coding	NCBI	best inferred
5597	MAPK6	ENSG00000069956	mitogen-activated protein kinase 6	protein-coding	NCBI	best inferred
5598	MAPK7	ENSG00000166484	mitogen-activated protein kinase 7	protein-coding	NCBI	best inferred
5599	MAPK8	ENSG00000107643	mitogen-activated protein kinase 8	protein-coding	NCBI	best inferred
5600	MAPK11	ENSG00000185386	mitogen-activated protein kinase 11	protein-coding	NCBI	best inferred
5602	MAPK10	ENSG00000109339	mitogen-activated protein kinase 10	protein-coding	NCBI	best inferred
5604	MAP2K1	ENSG00000169032	mitogen-activated protein kinase kinase 1	protein-coding	NCBI	best inferred
5605	MAP2K2	ENSG00000126934	mitogen-activated protein kinase kinase 2	protein-coding	NCBI	best inferred
5606	MAP2K3	ENSG00000034152	mitogen-activated protein kinase kinase 3	protein-coding	NCBI	best inferred
5608	MAP2K6	ENSG00000108984	mitogen-activated protein kinase kinase 6	protein-coding	NCBI	best inferred
5609	MAP2K7	ENSG00000076984	mitogen-activated protein kinase kinase 7	protein-coding	NCBI	best inferred
5610	EIF2AK2	ENSG00000055332	eukaryotic translation initiation factor 2 alpha kinase 2	protein-coding	NCBI	best inferred
5611	DNAJC3	ENSG00000102580	DnaJ heat shock protein family (Hsp40) member C3	protein-coding	NCBI	best inferred
5612	THAP12	ENSG00000137492	THAP domain containing 12	protein-coding	NCBI	best inferred
5618	PRLR	ENSG00000113494	prolactin receptor	protein-coding	NCBI	best inferred
5621	PRNP	ENSG00000171867	prion protein	protein-coding	NCBI	best inferred
5625	PRODH	ENSG00000100033	proline dehydrogenase 1	protein-coding	NCBI	best inferred
5629	PROX1	ENSG00000117707	prospero homeobox 1	protein-coding	NCBI	best inferred
5631	PRPS1	ENSG00000147224	phosphoribosyl pyrophosphate synthetase 1	protein-coding	NCBI	best inferred
5634	PRPS2	ENSG00000101911	phosphoribosyl pyrophosphate synthetase 2	protein-coding	NCBI	best inferred
5635	PRPSAP1	ENSG00000161542	phosphoribosyl pyrophosphate synthetase associated protein 1	protein-coding	NCBI	best inferred
5636	PRPSAP2	ENSG00000141127	phosphoribosyl pyrophosphate synthetase associated protein 2	protein-coding	NCBI	best inferred
5638	PRRG1	ENSG00000130962	proline rich and Gla domain 1	protein-coding	NCBI	best inferred
5639	PRRG2	ENSG00000126460	proline rich and Gla domain 2	protein-coding	NCBI	best inferred
5646	PRSS3	ENSG00000010438	serine protease 3	protein-coding	NCBI	best inferred
5649	RELN	ENSG00000189056	reelin	protein-coding	NCBI	best inferred
5650	KLK7	ENSG00000169035	kallikrein related peptidase 7	protein-coding	NCBI	best inferred
5652	PRSS8	ENSG00000052344	serine protease 8	protein-coding	NCBI	best inferred
5653	KLK6	ENSG00000167755	kallikrein related peptidase 6	protein-coding	NCBI	best inferred
5655	KLK10	ENSG00000129451	kallikrein related peptidase 10	protein-coding	NCBI	best inferred
5660	PSAP	ENSG00000197746	prosaposin	protein-coding	NCBI	best inferred
5662	PSD	ENSG00000059915	pleckstrin and Sec7 domain containing	protein-coding	NCBI	best inferred
5663	PSEN1	ENSG00000080815	presenilin 1	protein-coding	NCBI	best inferred
5664	PSEN2	ENSG00000143801	presenilin 2	protein-coding	NCBI	best inferred
5670	PSG2	ENSG00000242221	pregnancy specific beta-1-glycoprotein 2	protein-coding	NCBI	best inferred
5681	PSKH1	ENSG00000159792	protein serine kinase H1	protein-coding	NCBI	best inferred
5682	PSMA1	ENSG00000129084	proteasome subunit alpha 1	protein-coding	NCBI	best inferred
5684	PSMA3	ENSG00000100567	proteasome subunit alpha 3	protein-coding	NCBI	best inferred
5685	PSMA4	ENSG00000041357	proteasome subunit alpha 4	protein-coding	NCBI	best inferred
5686	PSMA5	ENSG00000143106	proteasome subunit alpha 5	protein-coding	NCBI	best inferred
5687	PSMA6	ENSG00000100902	proteasome subunit alpha 6	protein-coding	NCBI	best inferred
5688	PSMA7	ENSG00000101182	proteasome subunit alpha 7	protein-coding	NCBI	best inferred
5689	PSMB1	ENSG00000008018	proteasome subunit beta 1	protein-coding	NCBI	best inferred
5690	PSMB2	ENSG00000126067	proteasome subunit beta 2	protein-coding	NCBI	best inferred
5691	PSMB3	ENSG00000277791	proteasome subunit beta 3	protein-coding	NCBI	best inferred
5692	PSMB4	ENSG00000159377	proteasome subunit beta 4	protein-coding	NCBI	best inferred
5693	PSMB5	ENSG00000100804	proteasome subunit beta 5	protein-coding	NCBI	best inferred
5694	PSMB6	ENSG00000142507	proteasome subunit beta 6	protein-coding	NCBI	best inferred
5695	PSMB7	ENSG00000136930	proteasome subunit beta 7	protein-coding	NCBI	best inferred
5698	PSMB9	ENSG00000240065	proteasome subunit beta 9	protein-coding	NCBI	best inferred
5700	PSMC1	ENSG00000100764	proteasome 26S subunit, ATPase 1	protein-coding	NCBI	best inferred
5701	PSMC2	ENSG00000161057	proteasome 26S subunit, ATPase 2	protein-coding	NCBI	best inferred
5702	PSMC3	ENSG00000165916	proteasome 26S subunit, ATPase 3	protein-coding	NCBI	best inferred
5704	PSMC4	ENSG00000013275	proteasome 26S subunit, ATPase 4	protein-coding	NCBI	best inferred
5705	PSMC5	ENSG00000087191	proteasome 26S subunit, ATPase 5	protein-coding	NCBI	best inferred
5706	PSMC6	ENSG00000100519	proteasome 26S subunit, ATPase 6	protein-coding	NCBI	best inferred
5707	PSMD1	ENSG00000173692	proteasome 26S subunit, non-ATPase 1	protein-coding	NCBI	best inferred
5709	PSMD3	ENSG00000108344	proteasome 26S subunit, non-ATPase 3	protein-coding	NCBI	best inferred
5711	PSMD5	ENSG00000095261	proteasome 26S subunit, non-ATPase 5	protein-coding	NCBI	best inferred
5713	PSMD7	ENSG00000103035	proteasome 26S subunit, non-ATPase 7	protein-coding	NCBI	best inferred
5714	PSMD8	ENSG00000099341	proteasome 26S subunit, non-ATPase 8	protein-coding	NCBI	best inferred
5717	PSMD11	ENSG00000108671	proteasome 26S subunit, non-ATPase 11	protein-coding	NCBI	best inferred
5718	PSMD12	ENSG00000197170	proteasome 26S subunit, non-ATPase 12	protein-coding	NCBI	best inferred
5719	PSMD13	ENSG00000185627	proteasome 26S subunit, non-ATPase 13	protein-coding	NCBI	best inferred
5723	PSPH	ENSG00000146733	phosphoserine phosphatase	protein-coding	NCBI	best inferred
5724	PTAFR	ENSG00000169403	platelet activating factor receptor	protein-coding	NCBI	best inferred
5725	PTBP1	ENSG00000011304	polypyrimidine tract binding protein 1	protein-coding	NCBI	best inferred
5727	PTCH1	ENSG00000185920	patched 1	protein-coding	NCBI	best inferred
5728	PTEN	ENSG00000171862	phosphatase and tensin homolog	protein-coding	NCBI	best inferred
5729	PTGDR	ENSG00000168229	prostaglandin D2 receptor	protein-coding	NCBI	best inferred
5730	PTGDS	ENSG00000107317	prostaglandin D2 synthase	protein-coding	NCBI	best inferred
5732	PTGER2	ENSG00000125384	prostaglandin E receptor 2	protein-coding	NCBI	best inferred
5733	PTGER3	ENSG00000050628	prostaglandin E receptor 3	protein-coding	NCBI	best inferred
5734	PTGER4	ENSG00000171522	prostaglandin E receptor 4	protein-coding	NCBI	best inferred
5737	PTGFR	ENSG00000122420	prostaglandin F receptor	protein-coding	NCBI	best inferred
5739	PTGIR	ENSG00000160013	prostaglandin I2 receptor	protein-coding	NCBI	best inferred
5740	PTGIS	ENSG00000124212	prostaglandin I2 synthase	protein-coding	NCBI	best inferred
5742	PTGS1	ENSG00000095303	prostaglandin-endoperoxide synthase 1	protein-coding	NCBI	best inferred
5745	PTH1R	ENSG00000160801	parathyroid hormone 1 receptor	protein-coding	NCBI	best inferred
5753	PTK6	ENSG00000101213	protein tyrosine kinase 6	protein-coding	NCBI	best inferred
5754	PTK7	ENSG00000112655	protein tyrosine kinase 7 (inactive)	protein-coding	NCBI	best inferred
5756	TWF1	ENSG00000151239	twinfilin actin binding protein 1	protein-coding	NCBI	best inferred
5757	PTMA	ENSG00000187514	prothymosin alpha	protein-coding	NCBI	best inferred
5763	PTMS	ENSG00000159335	parathymosin	protein-coding	NCBI	best inferred
5764	PTN	ENSG00000105894	pleiotrophin	protein-coding	NCBI	best inferred
5768	QSOX1	ENSG00000116260	quiescin sulfhydryl oxidase 1	protein-coding	NCBI	best inferred
5771	PTPN2	ENSG00000175354	protein tyrosine phosphatase non-receptor type 2	protein-coding	NCBI	best inferred
5774	PTPN3	ENSG00000070159	protein tyrosine phosphatase non-receptor type 3	protein-coding	NCBI	best inferred
5775	PTPN4	ENSG00000088179	protein tyrosine phosphatase non-receptor type 4	protein-coding	NCBI	best inferred
5778	PTPN7	ENSG00000143851	protein tyrosine phosphatase non-receptor type 7	protein-coding	NCBI	best inferred
5780	PTPN9	ENSG00000169410	protein tyrosine phosphatase non-receptor type 9	protein-coding	NCBI	best inferred
5781	PTPN11	ENSG00000179295	protein tyrosine phosphatase non-receptor type 11	protein-coding	NCBI	best inferred
5783	PTPN13	ENSG00000163629	protein tyrosine phosphatase non-receptor type 13	protein-coding	NCBI	best inferred
5784	PTPN14	ENSG00000152104	protein tyrosine phosphatase non-receptor type 14	protein-coding	NCBI	best inferred
5786	PTPRA	ENSG00000132670	protein tyrosine phosphatase receptor type A	protein-coding	NCBI	best inferred
5787	PTPRB	ENSG00000127329	protein tyrosine phosphatase receptor type B	protein-coding	NCBI	best inferred
5789	PTPRD	ENSG00000153707	protein tyrosine phosphatase receptor type D	protein-coding	NCBI	best inferred
5790	PTPRCAP	ENSG00000213402	protein tyrosine phosphatase receptor type C associated protein	protein-coding	NCBI	best inferred
5791	PTPRE	ENSG00000132334	protein tyrosine phosphatase receptor type E	protein-coding	NCBI	best inferred
5793	PTPRG	ENSG00000144724	protein tyrosine phosphatase receptor type G	protein-coding	NCBI	best inferred
5794	PTPRH	ENSG00000080031	protein tyrosine phosphatase receptor type H	protein-coding	NCBI	best inferred
5797	PTPRM	ENSG00000173482	protein tyrosine phosphatase receptor type M	protein-coding	NCBI	best inferred
5798	PTPRN	ENSG00000054356	protein tyrosine phosphatase receptor type N	protein-coding	NCBI	best inferred
5799	PTPRN2	ENSG00000155093	protein tyrosine phosphatase receptor type N2	protein-coding	NCBI	best inferred
5800	PTPRO	ENSG00000151490	protein tyrosine phosphatase receptor type O	protein-coding	NCBI	best inferred
5801	PTPRR	ENSG00000153233	protein tyrosine phosphatase receptor type R	protein-coding	NCBI	best inferred
5803	PTPRZ1	ENSG00000106278	protein tyrosine phosphatase receptor type Z1	protein-coding	NCBI	best inferred
5805	PTS	ENSG00000150787	6-pyruvoyltetrahydropterin synthase	protein-coding	NCBI	best inferred
5806	PTX3	ENSG00000163661	pentraxin 3	protein-coding	NCBI	best inferred
5810	RAD1	ENSG00000113456	RAD1 checkpoint DNA exonuclease	protein-coding	NCBI	best inferred
5813	PURA	ENSG00000185129	purine rich element binding protein A	protein-coding	NCBI	best inferred
5816	PVALB	ENSG00000100362	parvalbumin	protein-coding	NCBI	best inferred
5817	PVR	ENSG00000073008	poliovirus receptor	protein-coding	NCBI	best inferred
5818	NECTIN1	ENSG00000110400	nectin cell adhesion molecule 1	protein-coding	NCBI	best inferred
5819	NECTIN2	ENSG00000130202	nectin cell adhesion molecule 2	protein-coding	NCBI	best inferred
5822	PWP2	ENSG00000241945	PWP2 small subunit processome component	protein-coding	NCBI	best inferred
5824	PEX19	ENSG00000162735	peroxisomal biogenesis factor 19	protein-coding	NCBI	best inferred
5825	ABCD3	ENSG00000117528	ATP binding cassette subfamily D member 3	protein-coding	NCBI	best inferred
5826	ABCD4	ENSG00000119688	ATP binding cassette subfamily D member 4	protein-coding	NCBI	best inferred
5828	PEX2	ENSG00000164751	peroxisomal biogenesis factor 2	protein-coding	NCBI	best inferred
5830	PEX5	ENSG00000139197	peroxisomal biogenesis factor 5	protein-coding	NCBI	best inferred
5832	ALDH18A1	ENSG00000059573	aldehyde dehydrogenase 18 family member A1	protein-coding	NCBI	best inferred
5833	PCYT2	ENSG00000185813	phosphate cytidylyltransferase 2, ethanolamine	protein-coding	NCBI	best inferred
5834	PYGB	ENSG00000100994	glycogen phosphorylase B	protein-coding	NCBI	best inferred
5837	PYGM	ENSG00000068976	glycogen phosphorylase, muscle associated	protein-coding	NCBI	best inferred
5859	QARS	ENSG00000172053	glutaminyl-tRNA synthetase	protein-coding	NCBI	best inferred
5860	QDPR	ENSG00000151552	quinoid dihydropteridine reductase	protein-coding	NCBI	best inferred
5861	RAB1A	ENSG00000138069	RAB1A, member RAS oncogene family	protein-coding	NCBI	best inferred
5862	RAB2A	ENSG00000104388	RAB2A, member RAS oncogene family	protein-coding	NCBI	best inferred
5863	RGL2	ENSG00000237441	ral guanine nucleotide dissociation stimulator like 2	protein-coding	NCBI	best inferred
5864	RAB3A	ENSG00000105649	RAB3A, member RAS oncogene family	protein-coding	NCBI	best inferred
5865	RAB3B	ENSG00000169213	RAB3B, member RAS oncogene family	protein-coding	NCBI	best inferred
5868	RAB5A	ENSG00000144566	RAB5A, member RAS oncogene family	protein-coding	NCBI	best inferred
5869	RAB5B	ENSG00000111540	RAB5B, member RAS oncogene family	protein-coding	NCBI	best inferred
5870	RAB6A	ENSG00000175582	RAB6A, member RAS oncogene family	protein-coding	NCBI	best inferred
5871	MAP4K2	ENSG00000168067	mitogen-activated protein kinase kinase kinase kinase 2	protein-coding	NCBI	best inferred
5872	RAB13	ENSG00000143545	RAB13, member RAS oncogene family	protein-coding	NCBI	best inferred
5874	RAB27B	ENSG00000041353	RAB27B, member RAS oncogene family	protein-coding	NCBI	best inferred
5875	RABGGTA	ENSG00000100949	Rab geranylgeranyltransferase subunit alpha	protein-coding	NCBI	best inferred
5876	RABGGTB	ENSG00000137955	Rab geranylgeranyltransferase subunit beta	protein-coding	NCBI	best inferred
5877	RABIF	ENSG00000183155	RAB interacting factor	protein-coding	NCBI	best inferred
5878	RAB5C	ENSG00000108774	RAB5C, member RAS oncogene family	protein-coding	NCBI	best inferred
5879	RAC1	ENSG00000136238	Rac family small GTPase 1	protein-coding	NCBI	best inferred
5881	RAC3	ENSG00000169750	Rac family small GTPase 3	protein-coding	NCBI	best inferred
5884	RAD17	ENSG00000152942	RAD17 checkpoint clamp loader component	protein-coding	NCBI	best inferred
5885	RAD21	ENSG00000164754	RAD21 cohesin complex component	protein-coding	NCBI	best inferred
5886	RAD23A	ENSG00000179262	RAD23 homolog A, nucleotide excision repair protein	protein-coding	NCBI	best inferred
5887	RAD23B	ENSG00000119318	RAD23 homolog B, nucleotide excision repair protein	protein-coding	NCBI	best inferred
5888	RAD51	ENSG00000051180	RAD51 recombinase	protein-coding	NCBI	best inferred
5890	RAD51B	ENSG00000182185	RAD51 paralog B	protein-coding	NCBI	best inferred
5892	RAD51D	ENSG00000185379	RAD51 paralog D	protein-coding	NCBI	best inferred
5893	RAD52	ENSG00000002016	RAD52 homolog, DNA repair protein	protein-coding	NCBI	best inferred
5894	RAF1	ENSG00000132155	Raf-1 proto-oncogene, serine/threonine kinase	protein-coding	NCBI	best inferred
5901	RAN	ENSG00000132341	RAN, member RAS oncogene family	protein-coding	NCBI	best inferred
5902	RANBP1	ENSG00000099901	RAN binding protein 1	protein-coding	NCBI	best inferred
5903	RANBP2	ENSG00000153201	RAN binding protein 2	protein-coding	NCBI	best inferred
5905	RANGAP1	ENSG00000100401	Ran GTPase activating protein 1	protein-coding	NCBI	best inferred
5906	RAP1A	ENSG00000116473	RAP1A, member of RAS oncogene family	protein-coding	NCBI	best inferred
5908	RAP1B	ENSG00000127314	RAP1B, member of RAS oncogene family	protein-coding	NCBI	best inferred
5910	RAP1GDS1	ENSG00000138698	Rap1 GTPase-GDP dissociation stimulator 1	protein-coding	NCBI	best inferred
5911	RAP2A	ENSG00000125249	RAP2A, member of RAS oncogene family	protein-coding	NCBI	best inferred
5912	RAP2B	ENSG00000181467	RAP2B, member of RAS oncogene family	protein-coding	NCBI	best inferred
5913	RAPSN	ENSG00000165917	receptor associated protein of the synapse	protein-coding	NCBI	best inferred
5914	RARA	ENSG00000131759	retinoic acid receptor alpha	protein-coding	NCBI	best inferred
5915	RARB	ENSG00000077092	retinoic acid receptor beta	protein-coding	NCBI	best inferred
5916	RARG	ENSG00000172819	retinoic acid receptor gamma	protein-coding	NCBI	best inferred
5917	RARS	ENSG00000113643	arginyl-tRNA synthetase	protein-coding	NCBI	best inferred
5918	RARRES1	ENSG00000118849	retinoic acid receptor responder 1	protein-coding	NCBI	best inferred
5919	RARRES2	ENSG00000106538	retinoic acid receptor responder 2	protein-coding	NCBI	best inferred
5920	PLAAT4	ENSG00000133321	phospholipase A and acyltransferase 4	protein-coding	NCBI	best inferred
5922	RASA2	ENSG00000155903	RAS p21 protein activator 2	protein-coding	NCBI	best inferred
5923	RASGRF1	ENSG00000058335	Ras protein specific guanine nucleotide releasing factor 1	protein-coding	NCBI	best inferred
5926	ARID4A	ENSG00000032219	AT-rich interaction domain 4A	protein-coding	NCBI	best inferred
5928	RBBP4	ENSG00000162521	RB binding protein 4, chromatin remodeling factor	protein-coding	NCBI	best inferred
5929	RBBP5	ENSG00000117222	RB binding protein 5, histone lysine methyltransferase complex subunit	protein-coding	NCBI	best inferred
5930	RBBP6	ENSG00000122257	RB binding protein 6, ubiquitin ligase	protein-coding	NCBI	best inferred
5931	RBBP7	ENSG00000102054	RB binding protein 7, chromatin remodeling factor	protein-coding	NCBI	best inferred
5932	RBBP8	ENSG00000101773	RB binding protein 8, endonuclease	protein-coding	NCBI	best inferred
5933	RBL1	ENSG00000080839	RB transcriptional corepressor like 1	protein-coding	NCBI	best inferred
5934	RBL2	ENSG00000103479	RB transcriptional corepressor like 2	protein-coding	NCBI	best inferred
5935	RBM3	ENSG00000102317	RNA binding motif protein 3	protein-coding	NCBI	best inferred
5936	RBM4	ENSG00000173933	RNA binding motif protein 4	protein-coding	NCBI	best inferred
5937	RBMS1	ENSG00000153250	RNA binding motif single stranded interacting protein 1	protein-coding	NCBI	best inferred
5939	RBMS2	ENSG00000076067	RNA binding motif single stranded interacting protein 2	protein-coding	NCBI	best inferred
5947	RBP1	ENSG00000114115	retinol binding protein 1	protein-coding	NCBI	best inferred
5950	RBP4	ENSG00000138207	retinol binding protein 4	protein-coding	NCBI	best inferred
5954	RCN1	ENSG00000049449	reticulocalbin 1	protein-coding	NCBI	best inferred
5955	RCN2	ENSG00000117906	reticulocalbin 2	protein-coding	NCBI	best inferred
5959	RDH5	ENSG00000135437	retinol dehydrogenase 5	protein-coding	NCBI	best inferred
5961	PRPH2	ENSG00000112619	peripherin 2	protein-coding	NCBI	best inferred
5962	RDX	ENSG00000137710	radixin	protein-coding	NCBI	best inferred
5965	RECQL	ENSG00000004700	RecQ like helicase	protein-coding	NCBI	best inferred
5966	REL	ENSG00000162924	REL proto-oncogene, NF-kB subunit	protein-coding	NCBI	best inferred
5970	RELA	ENSG00000173039	RELA proto-oncogene, NF-kB subunit	protein-coding	NCBI	best inferred
5973	RENBP	ENSG00000102032	renin binding protein	protein-coding	NCBI	best inferred
5976	UPF1	ENSG00000005007	UPF1 RNA helicase and ATPase	protein-coding	NCBI	best inferred
5977	DPF2	ENSG00000133884	double PHD fingers 2	protein-coding	NCBI	best inferred
5978	REST	ENSG00000084093	RE1 silencing transcription factor	protein-coding	NCBI	best inferred
5980	REV3L	ENSG00000009413	REV3 like, DNA directed polymerase zeta catalytic subunit	protein-coding	NCBI	best inferred
5981	RFC1	ENSG00000035928	replication factor C subunit 1	protein-coding	NCBI	best inferred
5983	RFC3	ENSG00000133119	replication factor C subunit 3	protein-coding	NCBI	best inferred
5984	RFC4	ENSG00000163918	replication factor C subunit 4	protein-coding	NCBI	best inferred
5987	TRIM27	ENSG00000204713	tripartite motif containing 27	protein-coding	NCBI	best inferred
5990	RFX2	ENSG00000087903	regulatory factor X2	protein-coding	NCBI	best inferred
5991	RFX3	ENSG00000080298	regulatory factor X3	protein-coding	NCBI	best inferred
5994	RFXAP	ENSG00000133111	regulatory factor X associated protein	protein-coding	NCBI	best inferred
5996	RGS1	ENSG00000090104	regulator of G protein signaling 1	protein-coding	NCBI	best inferred
5998	RGS3	ENSG00000138835	regulator of G protein signaling 3	protein-coding	NCBI	best inferred
5999	RGS4	ENSG00000117152	regulator of G protein signaling 4	protein-coding	NCBI	best inferred
6000	RGS7	ENSG00000182901	regulator of G protein signaling 7	protein-coding	NCBI	best inferred
6001	RGS10	ENSG00000148908	regulator of G protein signaling 10	protein-coding	NCBI	best inferred
6002	RGS12	ENSG00000159788	regulator of G protein signaling 12	protein-coding	NCBI	best inferred
6003	RGS13	ENSG00000127074	regulator of G protein signaling 13	protein-coding	NCBI	best inferred
6004	RGS16	ENSG00000143333	regulator of G protein signaling 16	protein-coding	NCBI	best inferred
6006	RHCE	ENSG00000188672	Rh blood group CcEe antigens	protein-coding	NCBI	best inferred
6014	RIT2	ENSG00000152214	Ras like without CAAX 2	protein-coding	NCBI	best inferred
6015	RING1	ENSG00000204227	ring finger protein 1	protein-coding	NCBI	best inferred
6016	RIT1	ENSG00000143622	Ras like without CAAX 1	protein-coding	NCBI	best inferred
